4431594|Apple Valley|3734.0|5|4|3|22|0.26|369500.0
4436041|Apple Valley|2026.0|3|2|3|-1|0.01|366900.0
4430317|Lakeville|3634.0|4|4|3|14|0.4|365900.0
4420168|Burnsville|4138.0|5|4|3|22|0.358|365000.0
4375822|Eagan|3398.0|4|4|3|12|0.24|364900.0
4436488|Apple Valley|3132.0|5|3|3|35|0.45|364900.0
4423229|Lakeville|2276.0|4|3|3|10|0.34|364900.0
4391144|Lakeville|2400.0|4|3|3|0|0.26|362900.0
4429148|Rosemount|2487.0|4|3|3|0|0.27|359990.0
4428149|Lakeville|2467.0|4|3|3|0|0.28|359900.0
4429797|Burnsville|3128.0|3|3|4|16|0.488|359900.0
4416874|Lakeville|3630.0|3|3|2|9|0.22|359900.0
4436192|Lakeville|3000.0|5|4|3|14|0.399|359900.0
4381847|Eagan|3030.0|5|4|3|21|0.28|359900.0
4428158|Lakeville|2467.0|4|3|3|0|0.28|359900.0
4428135|Lakeville|2467.0|4|3|3|0|0.28|359900.0
4387028|Farmington|2485.0|4|3|3|0|0.23|359900.0
4421468|Lakeville|2652.0|3|3|3|0|0.38|359250.0
4428161|Lakeville|2467.0|4|3|3|0|0.28|359000.0
4422458|Lakeville|2944.0|5|4|3|0|0.47|356250.0
4425332|Lakeville|2291.0|4|3|3|-1|0.263|356200.0
4419784|Farmington|2652.0|3|3|3|0|0.232|352800.0
4420941|Lakeville|2911.0|4|4|3|7|2.5|350000.0
4395966|Lakeville|3538.0|3|3|3|28|2.6|350000.0
4398742|Lakeville|2623.0|3|3|2|0|0.1|350000.0
4421063|Eagan|2981.0|4|3|3|22|0.29|350000.0
4400916|Lakeville|3878.0|4|4|3|25|0.3|350000.0
4431887|Apple Valley|2459.0|4|3|3|0|0.2|350000.0
4417819|Lakeville|3080.0|4|4|4|15|0.473|349900.0
4407763|Apple Valley|2758.0|4|4|2|10|0.19|349900.0
4428172|Lakeville|2467.0|4|3|3|0|0.3|349900.0
4413458|Farmington|2403.0|4|3|3|0|0.23|349900.0
4436890|Burnsville|3544.0|4|3|2|45|0.33|349900.0
4436540|Eagan|3000.0|4|3|3|20|0.326|349900.0
4432710|Farmington|3744.0|5|4|3|6|0.283|349900.0
4424581|Apple Valley|3192.0|4|4|3|18|0.389|349500.0
4422454|Lakeville|2852.0|4|4|3|0|0.01|349250.0
4434888|Burnsville|3280.0|3|3|2|13|0.15|348900.0
4417560|Farmington|2663.0|4|4|3|0|0.311|344900.0
4328414|Apple Valley|2922.0|3|4|3|26|0.31|344777.0
